"subject_id","trial_number","categorical_condition","random_intercept","random_slope_trial","categorical_coded","fixed_categorical","interaction_term","random_error","dependent_variable"
"13",17,"Complex",-136.781634420132,-4.32406711794283,-0.5,32.5,68,-11.981387155142,975.175817874809
"13",18,"Complex",-136.781634420132,-4.32406711794283,-0.5,32.5,72,-1.88678965709665,978.594928675534
"13",19,"Simple",-136.781634420132,-4.32406711794283,0.5,-32.5,-76,-8.95816654944194,529.810891087321
"13",20,"Simple",-136.781634420132,-4.32406711794283,0.5,-32.5,-80,-15.7134456715602,485.241849578691
"14",1,"Complex",147.686284828279,-1.64014862001603,-0.5,32.5,4,-28.1300073134822,1755.71286397129
"14",2,"Simple",147.686284828279,-1.64014862001603,0.5,-32.5,-8,-29.5904724049339,1585.57979916954
"14",3,"Simple",147.686284828279,-1.64014862001603,0.5,-32.5,-12,5.12553124147913,1626.27985400346
"14",4,"Complex",147.686284828279,-1.64014862001603,-0.5,32.5,16,2.25818182026976,1781.72072410518
"14",5,"Complex",147.686284828279,-1.64014862001603,-0.5,32.5,20,-5.45653405194529,1755.93084670982
"14",6,"Simple",147.686284828279,-1.64014862001603,0.5,-32.5,-24,-13.2145587350418,1511.84050836293
"14",7,"Simple",147.686284828279,-1.64014862001603,0.5,-32.5,-28,30.0213368674452,1568.99351703226
"14",8,"Complex",147.686284828279,-1.64014862001603,-0.5,32.5,32,-70.1694216374657,1598.2868914184
"14",9,"Simple",147.686284828279,-1.64014862001603,0.5,-32.5,-36,16.2984888226125,1489.81142646622
"14",10,"Simple",147.686284828279,-1.64014862001603,0.5,-32.5,-40,-5.19039013311708,1421.97297593578
"14",11,"Simple",147.686284828279,-1.64014862001603,0.5,-32.5,-44,9.148809283394,1423.32292855756
"14",12,"Complex",147.686284828279,-1.64014862001603,-0.5,32.5,48,-46.107832984524,1601.18549482334
"14",13,"Simple",147.686284828279,-1.64014862001603,0.5,-32.5,-52,17.8118913949965,1387.37080819837
"14",14,"Complex",147.686284828279,-1.64014862001603,-0.5,32.5,56,18.9996513121814,1705.13237916174
"14",15,"Complex",147.686284828279,-1.64014862001603,-0.5,32.5,60,-15.2296246310826,1628.13964202772
"14",16,"Simple",147.686284828279,-1.64014862001603,0.5,-32.5,-64,-0.0444902862406087,1273.86556246112
"14",17,"Complex",147.686284828279,-1.64014862001603,-0.5,32.5,68,1.89274700736709,1639.42140250964
"14",18,"Complex",147.686284828279,-1.64014862001603,-0.5,32.5,72,49.9946497063639,1721.42024512808
"14",19,"Simple",147.686284828279,-1.64014862001603,0.5,-32.5,-76,14.4903960918203,1222.91181864407
"14",20,"Simple",147.686284828279,-1.64014862001603,0.5,-32.5,-80,80.4151468513773,1323.87978276147
"15",1,"Simple",-26.424715859455,1.3571852738422,0.5,-32.5,-4,45.5373834437562,1426.56024965321
"15",2,"Simple",-26.424715859455,1.3571852738422,0.5,-32.5,-8,-38.887157532379,1242.97355363768
"15",3,"Simple",-26.424715859455,1.3571852738422,0.5,-32.5,-12,-10.5169083032473,1277.20739873825
"15",4,"Complex",-26.424715859455,1.3571852738422,-0.5,32.5,16,33.9822084448845,1529.90692912441
"15",5,"Simple",-26.424715859455,1.3571852738422,0.5,-32.5,-20,-12.127368886677,1232.99224738282
"15",6,"Complex",-26.424715859455,1.3571852738422,-0.5,32.5,24,-63.9221813637429,1330.63437591256
"15",7,"Simple",-26.424715859455,1.3571852738422,0.5,-32.5,-28,-17.6373811512102,1181.24658459383
"15",8,"Simple",-26.424715859455,1.3571852738422,0.5,-32.5,-32,19.9694415829365,1233.31738329181
"15",9,"Simple",-26.424715859455,1.3571852738422,0.5,-32.5,-36,27.1102707801279,1226.554620743
"15",10,"Complex",-26.424715859455,1.3571852738422,-0.5,32.5,40,23.7316594833598,1479.4902732353
"15",11,"Complex",-26.424715859455,1.3571852738422,-0.5,32.5,44,-0.434946311935721,1427.71800188868
"15",12,"Simple",-26.424715859455,1.3571852738422,0.5,-32.5,-48,69.5327556567311,1246.81989735021
"15",13,"Complex",-26.424715859455,1.3571852738422,-0.5,32.5,52,35.9423146861011,1487.75974668156
"15",14,"Simple",-26.424715859455,1.3571852738422,0.5,-32.5,-56,-47.4748691141713,979.758702300437
"15",15,"Simple",-26.424715859455,1.3571852738422,0.5,-32.5,-60,18.2268817929341,1086.08424491092
"15",16,"Complex",-26.424715859455,1.3571852738422,-0.5,32.5,64,9.79640781618797,1421.95800557249
"15",17,"Complex",-26.424715859455,1.3571852738422,-0.5,32.5,68,-53.6417881211801,1294.34748850842
"15",18,"Simple",-26.424715859455,1.3571852738422,0.5,-32.5,-72,-50.9461321489935,890.844958811485
"15",19,"Complex",-26.424715859455,1.3571852738422,-0.5,32.5,76,-22.9809535152606,1343.35011449346
"15",20,"Simple",-26.424715859455,1.3571852738422,0.5,-32.5,-80,-8.31988350011106,932.05630565374
"16",1,"Simple",-243.499199594101,14.9159968744479,0.5,-32.5,-4,-8.62506506718961,928.952269971468
"16",2,"Complex",-243.499199594101,14.9159968744479,-0.5,32.5,8,-9.12361740397925,1090.04156208015
"16",3,"Simple",-243.499199594101,14.9159968744479,0.5,-32.5,-12,-10.49149298143,936.610262812841
"16",4,"Simple",-243.499199594101,14.9159968744479,0.5,-32.5,-16,-0.117868991824577,962.274146779182
"16",5,"Complex",-243.499199594101,14.9159968744479,-0.5,32.5,20,14.9353090680192,1199.74266971399
"16",6,"Simple",-243.499199594101,14.9159968744479,0.5,-32.5,-24,40.7620119115332,1052.48049225653
"16",7,"Simple",-243.499199594101,14.9159968744479,0.5,-32.5,-28,-69.5945878142155,844.999542043131
"16",8,"Complex",-243.499199594101,14.9159968744479,-0.5,32.5,32,14.8619646188542,1262.84140944731
"16",9,"Complex",-243.499199594101,14.9159968744479,-0.5,32.5,36,-19.2807994197527,1217.98768009627
"16",10,"Simple",-243.499199594101,14.9159968744479,0.5,-32.5,-40,38.8290998040575,1071.27238950021
"16",11,"Complex",-243.499199594101,14.9159968744479,-0.5,32.5,44,13.5038276977889,1323.45905771407
"16",12,"Complex",-243.499199594101,14.9159968744479,-0.5,32.5,48,-13.8117618926401,1291.78943757489
"16",13,"Complex",-243.499199594101,14.9159968744479,-0.5,32.5,52,1.77505018376111,1342.96960446261
"16",14,"Simple",-243.499199594101,14.9159968744479,0.5,-32.5,-56,-0.164861154733082,1018.49486673404
"16",15,"Simple",-243.499199594101,14.9159968744479,0.5,-32.5,-60,-12.8293895142052,999.669259635605
"16",16,"Simple",-243.499199594101,14.9159968744479,0.5,-32.5,-64,17.1385141016591,1063.1720950571
"16",17,"Complex",-243.499199594101,14.9159968744479,-0.5,32.5,68,-15.5975595807704,1393.74147179907
"16",18,"Simple",-243.499199594101,14.9159968744479,0.5,-32.5,-72,-21.2192720257527,1000.36081021651
"16",19,"Complex",-243.499199594101,14.9159968744479,-0.5,32.5,76,-20.8318101004916,1425.79374482432
"16",20,"Simple",-243.499199594101,14.9159968744479,0.5,-32.5,-80,-43.3367916903391,968.911467025567
"17",1,"Simple",-158.16960699893,10.0321360941287,0.5,-32.5,-4,-16.8207848256978,1068.47588354544
"17",2,"Complex",-158.16960699893,10.0321360941287,-0.5,32.5,8,-42.9562734805844,1170.62578202457
"17",3,"Simple",-158.16960699893,10.0321360941287,0.5,-32.5,-12,-17.8695618463262,1058.85019482518
"17",4,"Complex",-158.16960699893,10.0321360941287,-0.5,32.5,16,-27.6253643297458,1223.52922918198
"17",5,"Complex",-158.16960699893,10.0321360941287,-0.5,32.5,20,0.221266009555959,1288.95327246843
"17",6,"Simple",-158.16960699893,10.0321360941287,0.5,-32.5,-24,-10.6589653809242,1061.37418091431
"17",7,"Complex",-158.16960699893,10.0321360941287,-0.5,32.5,28,-45.8368107868998,NA
"17",8,"Simple",-158.16960699893,10.0321360941287,0.5,-32.5,-32,-0.575232922391513,NA
"17",9,"Simple",-158.16960699893,10.0321360941287,0.5,-32.5,-36,34.61934787411,1137.41158597503
"17",10,"Complex",-158.16960699893,10.0321360941287,-0.5,32.5,40,-21.4923543555991,1305.26557908888
"17",11,"Complex",-158.16960699893,10.0321360941287,-0.5,32.5,44,34.6048596837568,1425.2449561562
"17",12,"Simple",-158.16960699893,10.0321360941287,0.5,-32.5,-48,45.4634279419843,1146.95227348261
"17",13,"Simple",-158.16960699893,10.0321360941287,0.5,-32.5,-52,31.7366686120124,1116.64403566752
"17",14,"Complex",-158.16960699893,10.0321360941287,-0.5,32.5,56,3.40124357405519,1399.9333340833
"17",15,"Complex",-158.16960699893,10.0321360941287,-0.5,32.5,60,-36.6753301505817,1334.18935944427
"17",16,"Simple",-158.16960699893,10.0321360941287,0.5,-32.5,-64,4.37138848473943,1052.3977734564
"17",17,"Simple",-158.16960699893,10.0321360941287,0.5,-32.5,-68,44.7330771034221,1126.54094672923
"17",18,"Simple",-158.16960699893,10.0321360941287,0.5,-32.5,-72,20.1830782772463,1075.33170914808
"17",19,"Complex",-158.16960699893,10.0321360941287,-0.5,32.5,76,-31.4042909329128,1390.96355260886
"17",20,"Complex",-158.16960699893,10.0321360941287,-0.5,32.5,80,36.3898272015579,1533.53108268168
"18",1,"Simple",116.60942283982,3.92477861276215,0.5,-32.5,-4,-4.46216822703115,1611.1797575366
"18",2,"Complex",116.60942283982,3.92477861276215,-0.5,32.5,8,-8.98540475873355,1743.27150470114
"18",3,"Simple",116.60942283982,3.92477861276215,0.5,-32.5,-12,7.12777829464803,1602.37288126391
"18",4,"Complex",116.60942283982,3.92477861276215,-0.5,32.5,16,8.69397430824168,1777.12202546964
"18",5,"Complex",116.60942283982,3.92477861276215,-0.5,32.5,20,14.1418450851145,1787.49726882217
"18",6,"Complex",116.60942283982,3.92477861276215,-0.5,32.5,24,27.8022725349331,1813.73196397378
"18",7,"Simple",116.60942283982,3.92477861276215,0.5,-32.5,-28,14.066918566853,1553.39624794799
"18",8,"Complex",116.60942283982,3.92477861276215,-0.5,32.5,32,26.4121421071414,1810.75692862032
"18",9,"Complex",116.60942283982,3.92477861276215,-0.5,32.5,36,21.4779962931005,1801.08322762361
"18",10,"Simple",116.60942283982,3.92477861276215,0.5,-32.5,-40,-5.98656844165945,1467.88778917513
"18",11,"Complex",116.60942283982,3.92477861276215,-0.5,32.5,44,-9.43431882360578,1741.09724139054
"18",12,"Complex",116.60942283982,3.92477861276215,-0.5,32.5,48,4.4839917567043,NA
"18",13,"Simple",116.60942283982,3.92477861276215,0.5,-32.5,-52,13.1554793255882,1458.07070390148
"18",14,"Complex",116.60942283982,3.92477861276215,-0.5,32.5,56,28.7545200708658,1814.40877685885
"18",15,"Simple",116.60942283982,3.92477861276215,0.5,-32.5,-60,5.22631281266052,1411.57003205927
"18",16,"Complex",116.60942283982,3.92477861276215,-0.5,32.5,64,66.8007149098277,1887.5901109051
"18",17,"Complex",116.60942283982,3.92477861276215,-0.5,32.5,68,32.4314167737484,1821.07352917824
"18",18,"Complex",116.60942283982,3.92477861276215,-0.5,32.5,72,-3.2517707440004,NA
"18",19,"Simple",116.60942283982,3.92477861276215,0.5,-32.5,-76,-15.1843318867441,1309.77761752612
"18",20,"Simple",116.60942283982,3.92477861276215,0.5,-32.5,-80,-5.11050010505363,1313.63717874173
"19",1,"Simple",-129.139283926557,-2.26006409525642,0.5,-32.5,-4,-3.64122202676534,1126.25059523485
"19",2,"Simple",-129.139283926557,-2.26006409525642,0.5,-32.5,-8,-73.594564050431,963.624203921291
"19",3,"Complex",-129.139283926557,-2.26006409525642,-0.5,32.5,12,25.7943901193884,1299.88839654013
"19",4,"Simple",-129.139283926557,-2.26006409525642,0.5,-32.5,-16,26.1838269381667,1101.23262833012
"19",5,"Simple",-129.139283926557,-2.26006409525642,0.5,-32.5,-20,-3.74876162471162,1015.89120876781
"19",6,"Complex",-129.139283926557,-2.26006409525642,-0.5,32.5,24,31.9363399671015,1275.48240401509
"19",7,"Simple",-129.139283926557,-2.26006409525642,0.5,-32.5,-28,-13.849052693521,941.310453700252
"19",8,"Simple",-129.139283926557,-2.26006409525642,0.5,-32.5,-32,6.83511635794253,953.71618640476
"19",9,"Complex",-129.139283926557,-2.26006409525642,-0.5,32.5,36,-47.8746378994279,1085.09079113331
"19",10,"Simple",-129.139283926557,-2.26006409525642,0.5,-32.5,-40,5.26172663884887,NA
"19",11,"Simple",-129.139283926557,-2.26006409525642,0.5,-32.5,-44,4.05454892296595,865.732784707102
"19",12,"Complex",-129.139283926557,-2.26006409525642,-0.5,32.5,48,-5.12771244556722,1131.37348537795
"19",13,"Complex",-129.139283926557,-2.26006409525642,-0.5,32.5,52,10.8947215291455,1150.22581610926
"19",14,"Simple",-129.139283926557,-2.26006409525642,0.5,-32.5,-56,20.8529950315913,NA
"19",15,"Simple",-129.139283926557,-2.26006409525642,0.5,-32.5,-60,-8.45084231008134,731.431629769017
"19",16,"Complex",-129.139283926557,-2.26006409525642,-0.5,32.5,64,-27.6184092447038,1039.58539904324
"19",17,"Simple",-129.139283926557,-2.26006409525642,0.5,-32.5,-68,-11.711774887648,670.058512791287
"19",18,"Complex",-129.139283926557,-2.26006409525642,-0.5,32.5,72,20.403885823962,1108.14442722282
"19",19,"Simple",-129.139283926557,-2.26006409525642,0.5,-32.5,-76,4.51810098057584,646.324531758807
"19",20,"Simple",-129.139283926557,-2.26006409525642,0.5,-32.5,-80,-1.05777327210405,608.01890774346
"20",1,"Complex",40.5968682755814,13.903904005044,-0.5,32.5,4,-42.4198865029215,1551.33205983164
"20",2,"Complex",40.5968682755814,13.903904005044,-0.5,32.5,8,2.26253921482237,1656.74494154472
"20",3,"Simple",40.5968682755814,13.903904005044,0.5,-32.5,-12,-15.1801861607657,1470.31666527971
"20",4,"Simple",40.5968682755814,13.903904005044,0.5,-32.5,-16,29.0877985910548,1559.48023192201
"20",5,"Complex",40.5968682755814,13.903904005044,-0.5,32.5,20,-2.37279585635851,1705.1704936932
"20",6,"Complex",40.5968682755814,13.903904005044,-0.5,32.5,24,20.6164651174175,1768.69121997559
"20",7,"Simple",40.5968682755814,13.903904005044,0.5,-32.5,-28,-6.01187049250889,1502.72849100124
"20",8,"Complex",40.5968682755814,13.903904005044,-0.5,32.5,32,18.1892632399739,1802.25529705617
"20",9,"Complex",40.5968682755814,13.903904005044,-0.5,32.5,36,-0.240931195180302,NA
"20",10,"Complex",40.5968682755814,13.903904005044,-0.5,32.5,40,7.75522137270215,1820.35718642365
"20",11,"Simple",40.5968682755814,13.903904005044,0.5,-32.5,-44,-13.6341248331332,1502.71567159221
"20",12,"Complex",40.5968682755814,13.903904005044,-0.5,32.5,48,26.5439312900167,1894.89178509478
"20",13,"Complex",40.5968682755814,13.903904005044,-0.5,32.5,52,-36.9445044246852,1791.41349792204
"20",14,"Simple",40.5968682755814,13.903904005044,0.5,-32.5,-56,48.1214978726449,1633.00335003751
"20",15,"Simple",40.5968682755814,13.903904005044,0.5,-32.5,-60,26.2362290673363,1594.41688974878
"20",16,"Complex",40.5968682755814,13.903904005044,-0.5,32.5,64,6.90828750261652,1933.47555616531
"20",17,"Complex",40.5968682755814,13.903904005044,-0.5,32.5,68,21.0963027209027,1980
"20",18,"Simple",40.5968682755814,13.903904005044,0.5,-32.5,-72,9.23284071382028,1572.61128112396
"20",19,"Simple",40.5968682755814,13.903904005044,0.5,-32.5,-76,-50.8238732547209,1460.31108968233
"20",20,"Complex",40.5968682755814,13.903904005044,-0.5,32.5,80,-9.39388645375475,1978.49666535284
